std_fwk_flag,std_fwk_name,std_fwk_code,st_code,apps_level_6p,apps_level,apps_level_detailed,ssa_t1_code,ssa_t1_desc,ssa_t2_code,ssa_t2_desc,stem,route,apps_degree
Standard,Broadcast and Media Systems Technician,547,ST0425,0,Higher Apprenticeship,5,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Standard,Fire Emergency and Security Systems Technician,126,ST0189,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Standard,Hearing Aid Dispenser,421,ST0600,0,Higher Apprenticeship,5,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,Health and Science,No
Standard,Public Relations and Communications Assistant,257,ST0311,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.3,Business Management,STEM - no,"Sales, Marketing and Procurement",No
Standard,Improvement Leader,405,ST0556,1,Higher Apprenticeship,6,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Business and Administration,No
Standard,Electrical or Electronic Technical Support Engineer (Degree),10,ST0024,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,Yes
Standard,Laboratory Scientist,44,ST0247,0,Higher Apprenticeship,5,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Health and Science,No
Standard,Water Environment Worker,508,ST0767,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.4,Environmental Conservation,STEM - no,"Agriculture, Environmental and Animal Care",No
Standard,"Library, Information and Archive Services Assistant",395,ST0664,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Business and Administration,No
Standard,Architect (Integrated Degree),300,ST0533,1,Higher Apprenticeship,7,05,"Construction, Planning and the Built Environment",05.1,Architecture,STEM - yes,Construction,Yes
Framework,Hairdressing,217,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Landscape Technician,565,ST0741,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Marketing Manager,348,ST0612,1,Higher Apprenticeship,6,15,"Business, Administration and Law",15.4,Marketing and Sales,STEM - no,"Sales, Marketing and Procurement",No
Standard,Corporate Responsibility and Sustainability Practitioner,622,ST0934,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Business and Administration,No
Standard,Brewer,294,ST0580,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Bus and Coach Engineering Technician,134,ST0067,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Standard,Policy Officer,231,ST0526,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.2,Administration,STEM - no,Business and Administration,No
Standard,Accident Repair Technician,176,ST0352,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Framework,Public Services,313,NA,0,Intermediate Apprenticeship,2,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,No Route,No
Standard,Lift Truck and Powered Access Engineering Technician,579,ST0387,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Standard,Broadcast and Media Systems Engineer (Integrated Degree),354,ST0426,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Creative and Design,Yes
Standard,Baker,177,ST0191,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Catering and Hospitality,No
Standard,Registered Nurse - Degree (NMC 2010),170,ST0293,1,Higher Apprenticeship,6,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Health and Science,Yes
Standard,Water Process Technician,27,ST0160,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Regulatory Affairs Specialist,371,ST0586,1,Higher Apprenticeship,7,15,"Business, Administration and Law",15.5,Law and Legal Services,STEM - no,Health and Science,No
Standard,Marine Engineer,226,ST0364,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,General Welder (Arc Processes),94,ST0349,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Environmental Practitioner (Degree),465,ST0778,1,Higher Apprenticeship,6,03,"Agriculture, Horticulture and Animal Care",03.4,Environmental Conservation,STEM - no,"Agriculture, Environmental and Animal Care",Yes
Framework,Health and Social Care,236,NA,0,Intermediate Apprenticeship,2,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,No Route,No
Standard,Wellbeing and Holistic Therapist,617,ST0685,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Hair and Beauty,No
Standard,Leisure Duty Manager,228,ST0301,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Business and Administration,No
Standard,Civil Engineering Site Management (Degree),277,ST0042,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,Yes
Standard,Church Minister (Integrated Degree),510,ST0527,1,Higher Apprenticeship,6,10,"History, Philosophy and Theology",10.4,Theology and Religious Studies,STEM - no,Care Services,Yes
Standard,Project Controls Technician,186,ST0163,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Management,260,NA,0,Intermediate Apprenticeship,2,15,"Business, Administration and Law",15.3,Business Management,STEM - no,No Route,No
Standard,Food and Drink Engineer,454,ST0624,0,Higher Apprenticeship,5,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Aviation Ground Operative,87,ST0037,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Standard,Counter Fraud Investigator,503,ST0747,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,Protective Services,No
Standard,Science Industry Maintenance Technician,45,ST0249,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Engineering and Manufacturing,No
Framework,Farriery,299,NA,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Standard,Publishing Assistant,280,ST0532,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.4,Publishing and Information Services,STEM - no,Creative and Design,No
Standard,Food Technologist,131,ST0198,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,Health and Science,No
Standard,Lifting Technician,219,ST0267,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Chef De Partie,169,ST0227,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,Catering and Hospitality,No
Standard,Diagnostic Radiographer (Integrated Degree),431,ST0619,1,Higher Apprenticeship,6,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Health and Science,Yes
Standard,Information Communications Technician,618,ST0973,0,Advanced Apprenticeship,3,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Standard,Food and Drink Process Operator,130,ST0199,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,Engineering and Manufacturing,No
Standard,Aircraft Certifying Technician,114,ST0019,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Maritime Mechanical and Electrical Mechanic,362,ST0276,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Professional Economist (Integrated Degree),323,ST0603,1,Higher Apprenticeship,6,11,Social Sciences,11.4,Economics,STEM - no,"Legal, Finance and Accounting",Yes
Standard,Payroll Assistant Manager,613,ST0869,0,Higher Apprenticeship,5,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Standard,Construction Site Engineering Technician,259,ST0046,0,Higher Apprenticeship,4,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Leisure Team Member,414,ST0390,0,Intermediate Apprenticeship,2,08,"Leisure, Travel and Tourism",08.1,"Sport, Leisure and Recreation",STEM - no,Health and Science,No
Standard,Workplace Pensions (Administrator or Consultant),32,ST0187,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Framework,Vehicle Maintenance and Repair,328,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Standard,Geospatial Survey Technician,244,ST0491,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Lift and Escalator Electromechanic,404,ST0252,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Industrial Coatings Applicator,358,ST0463,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Health and Social Care,236,NA,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,No Route,No
Standard,Dental Practice Manager,20,ST0109,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.1,Medicine and Dentistry,STEM - no,Business and Administration,No
Standard,Quality Practitioner,602,ST0853,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.3,Business Management,STEM - no,Business and Administration,No
Framework,Construction Skills,116,NA,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,No Route,No
Framework,Vehicle Maintenance and Repair,328,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Framework,Digital Learning Design,636,NA,0,Advanced Apprenticeship,3,13,Education and Training,13.2,Direct Learning Support,STEM - no,No Route,No
Standard,Motorcycle Technician (Repair and Maintenance),347,ST0376,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Standard,"Electrical, Electronic Product Service and Installation Engineer",212,ST0150,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Standard,Digital User Experience (UX) Professional (Integrated Degree),541,ST0470,1,Higher Apprenticeship,6,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,Yes
Standard,Piling Attendant,312,ST0268,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Policing,407,NA,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,No Route,No
Framework,Customer Service,263,NA,0,Intermediate Apprenticeship,2,15,"Business, Administration and Law",15.2,Administration,STEM - no,No Route,No
Standard,Event Assistant,159,ST0168,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,"Sales, Marketing and Procurement",No
Standard,Rail and Rail Systems Senior Engineer (Integrated Degree),313,ST0496,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,Yes
Standard,Animal Technologist,179,ST0058,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,Health and Science,No
Standard,Military Engineering Construction Technician,315,ST0414,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Framework,Cleaning and Support Service Industry,209,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Software Tester,91,ST0129,0,Higher Apprenticeship,4,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Framework,Supply Chain Management,566,NA,0,Higher Apprenticeship,5,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Framework,Barbering,305,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Artificial Intelligence (AI) Data Specialist,561,ST0763,1,Higher Apprenticeship,7,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Standard,Mortgage Adviser,62,ST0182,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Standard,Senior Professional Economist (Integrated Degree),531,ST0796,1,Higher Apprenticeship,7,11,Social Sciences,11.4,Economics,STEM - no,"Legal, Finance and Accounting",Yes
Framework,IT and Telecoms Professionals,360,NA,0,Advanced Apprenticeship,3,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,No Route,No
Standard,Port Operative,350,ST0307,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Standard,Police Community Support Officer,282,ST0509,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,Protective Services,No
Framework,Horticulture,375,NA,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.2,Horticulture and Forestry,STEM - no,No Route,No
Standard,Ordnance Munitions Explosives Technician,560,ST0833,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Beauty Therapy,279,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Aerospace Software Development Engineer (Degree),38,ST0013,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,Yes
Standard,Mineral Processing Mobile and Static Plant Operator,175,ST0144,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Clinical Coder,444,ST0535,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,Health and Science,No
Standard,Mammography Associate,340,ST0583,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.1,Medicine and Dentistry,STEM - no,Health and Science,No
Standard,Podiatrist (Integrated Degree),281,ST0493,1,Higher Apprenticeship,6,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Health and Science,Yes
Standard,Risk and Safety Management Professional (Degree),346,ST0465,1,Higher Apprenticeship,7,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,Yes
Framework,Engineering,106,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Framework,Social Media and Digital Marketing,579,NA,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.4,Marketing and Sales,STEM - no,No Route,No
Standard,Advanced Butcher,152,ST0077,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.4,Hospitality and Catering,STEM - no,"Sales, Marketing and Procurement",No
Standard,Business Fire Safety Advisor,250,ST0188,0,Advanced Apprenticeship,3,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,Protective Services,No
Framework,Facilities Management,377,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Steel Fixer,171,ST0271,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Construction,No
Standard,Debt Adviser,552,ST0766,0,Advanced Apprenticeship,3,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Standard,Wall and Floor Tiler,380,ST0368,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Land-Based Service Engineer,69,ST0242,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.1,Agriculture,STEM - no,"Agriculture, Environmental and Animal Care",No
Standard,Water Network Operative,568,ST0898,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,IT and Telecoms Professionals,360,NA,0,Intermediate Apprenticeship,2,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,No Route,No
Standard,Fire Safety Inspector,530,ST0746,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.4,Public Services,STEM - no,Protective Services,No
Framework,Supporting teaching and learning in schools,311,NA,0,Advanced Apprenticeship,3,13,Education and Training,13.2,Direct Learning Support,STEM - no,No Route,No
Standard,Transport Planning Technician,100,ST0336,0,Advanced Apprenticeship,3,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Transport and Logistics,No
Standard,Non-Destructive Testing (NDT) Operator,132,ST0358,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Oral Health Practitioner,422,ST0542,0,Higher Apprenticeship,4,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,Health and Science,No
Standard,Digital Community Manager,491,ST0345,0,Higher Apprenticeship,4,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Digital,No
Standard,Textile Manufacturing Operative,267,ST0458,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Framework,Vehicle Fitting,327,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Standard,Senior Journalist,586,ST0286,1,Higher Apprenticeship,7,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Standard,Food and Drink Maintenance Engineer,16,ST0195,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,Warehousing and Storage,363,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,Construction Site Management (Degree),501,ST0047,1,Higher Apprenticeship,6,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,Yes
Standard,Road Surfacing Operative,476,ST0693,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Water Process Operative,593,ST0876,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Commercial Thermal Insulation Operative,234,ST0333,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Credit Controller and Collector,77,ST0176,0,Intermediate Apprenticeship,2,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Framework,Beauty Therapy,279,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,No Route,No
Standard,Supply Chain Leadership Professional (Integrated Degree),398,ST0548,1,Higher Apprenticeship,6,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,Transport and Logistics,Yes
Framework,Management,260,NA,0,Higher Apprenticeship,4,15,"Business, Administration and Law",15.3,Business Management,STEM - no,No Route,No
Standard,Vehicle Damage Assessor,450,ST0406,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Engineering and Manufacturing,No
Standard,Golf Course Manager,553,ST0208,0,Higher Apprenticeship,5,03,"Agriculture, Horticulture and Animal Care",03.2,Horticulture and Forestry,STEM - no,"Agriculture, Environmental and Animal Care",No
Standard,Bioinformatics Scientist (Degree),406,ST0649,1,Higher Apprenticeship,7,02,Science and Mathematics,02.1,Science,STEM - yes,Health and Science,Yes
Framework,Veterinary Nursing,317,NA,0,Advanced Apprenticeship,3,03,"Agriculture, Horticulture and Animal Care",03.3,Animal Care and Veterinary Science,STEM - no,No Route,No
Standard,Transport Planner (Integrated Degree),462,ST0698,1,Higher Apprenticeship,6,05,"Construction, Planning and the Built Environment",05.3,"Urban, Rural and Regional Planning",STEM - yes,Transport and Logistics,Yes
Standard,Packaging Professional (Integrated Degree),302,ST0637,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,Yes
Framework,Active Leisure and Learning,231,NA,0,Intermediate Apprenticeship,2,08,"Leisure, Travel and Tourism",08.1,"Sport, Leisure and Recreation",STEM - no,No Route,No
Framework,Creative,361,NA,0,Intermediate Apprenticeship,2,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,No Route,No
Framework,Horticulture,375,NA,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.2,Horticulture and Forestry,STEM - no,No Route,No
Standard,Boatmaster,522,ST0621,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Standard,Creative Venue Technician,229,ST0106,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.2,"Crafts, Creative Arts and Design",STEM - no,Creative and Design,No
Standard,Wood Product Manufacturing Operative,472,ST0531,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Rail Infrastructure Operator,188,ST0419,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Standard,Senior Investment and Commercial Banking Professional,270,ST0561,1,Higher Apprenticeship,7,15,"Business, Administration and Law",15.1,Accounting and Finance,STEM - no,"Legal, Finance and Accounting",No
Framework,Logistics Operations Management,372,NA,0,Advanced Apprenticeship,3,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,Workboat Crewmember,322,ST0400,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,Transport and Logistics,No
Framework,Fashion and Textiles,376,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Standard,Fenestration Fabricator,512,ST0744,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Formworker,329,ST0461,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Standard,Underkeeper,571,ST0412,0,Intermediate Apprenticeship,2,03,"Agriculture, Horticulture and Animal Care",03.4,Environmental Conservation,STEM - no,"Agriculture, Environmental and Animal Care",No
Standard,Post Production Technical Operator,442,ST0696,0,Higher Apprenticeship,4,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Framework,IT and Telecoms Professionals,360,NA,0,Higher Apprenticeship,4,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,No Route,No
Standard,Advanced Upholsterer,525,ST0656,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Electrical Power Networks Engineer,216,ST0475,0,Higher Apprenticeship,4,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Framework,International Trade and Logistics Operations,413,NA,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.2,Warehousing and Distribution,STEM - no,No Route,No
Standard,Leather Craftsperson,393,ST0460,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Creative and Design,No
Framework,Vehicle Body and Paint Operations,330,NA,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.3,Transportation Operations and Maintenance,STEM - yes,No Route,No
Framework,Construction Management,612,NA,0,Higher Apprenticeship,4,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,No Route,No
Standard,Manufacturing Manager (Integrated Degree),417,ST0515,1,Higher Apprenticeship,6,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,Yes
Standard,Health Play Specialist,505,ST0829,0,Higher Apprenticeship,5,01,"Health, Public Services and Care",01.3,Health and Social Care,STEM - no,Health and Science,No
Standard,Nuclear Operative,227,ST0291,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Unified Communications Trouble Shooter,81,ST0131,0,Higher Apprenticeship,4,06,Information and Communication Technology,06.1,ICT Practitioners,STEM - yes,Digital,No
Standard,Nuclear Health Physics Monitor,46,ST0290,0,Intermediate Apprenticeship,2,01,"Health, Public Services and Care",01.2,Nursing and Subjects and Vocations Allied to Medicine,STEM - no,Engineering and Manufacturing,No
Standard,Wireless Communications Rigger,423,ST0616,0,Intermediate Apprenticeship,2,05,"Construction, Planning and the Built Environment",05.2,Building and Construction,STEM - yes,Construction,No
Framework,Active Leisure and Learning,231,NA,0,Advanced Apprenticeship,3,08,"Leisure, Travel and Tourism",08.1,"Sport, Leisure and Recreation",STEM - no,No Route,No
Standard,Automotive Glazing Technician,304,ST0031,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,Engineering and Manufacturing,No
Standard,Metal Recycling General Operative,316,ST0507,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
Standard,Funeral Team Member,412,ST0594,0,Intermediate Apprenticeship,2,07,Retail and Commercial Enterprise,07.3,Service Enterprises,STEM - no,"Sales, Marketing and Procurement",No
Standard,Photographic Assistant,438,ST0506,0,Advanced Apprenticeship,3,09,"Arts, Media and Publishing",09.3,Media and Communication,STEM - no,Creative and Design,No
Standard,Public Health Practitioner (Integrated Degree),507,ST0631,1,Higher Apprenticeship,6,02,Science and Mathematics,02.1,Science,STEM - yes,Health and Science,Yes
Framework,Glass Industry Occupations,216,NA,0,Intermediate Apprenticeship,2,04,Engineering and Manufacturing Technologies,04.2,Manufacturing Technologies,STEM - yes,No Route,No
Standard,Marine Electrician,625,ST0808,0,Advanced Apprenticeship,3,04,Engineering and Manufacturing Technologies,04.1,Engineering,STEM - yes,Engineering and Manufacturing,No
