inspection_id,inspection_category,score,score_description
10109460,Quality of education,4,Inadequate
10109460,Behaviour and attitudes,3,Requires improvement
10109460,Personal development,3,Requires improvement
10109460,Leadership and management,4,Inadequate
10109460,Apprenticeships,4,Inadequate
ITS388130,Overall effectiveness,2,Good
ITS388130,Leadership and management,2,Good
ITS434054,Overall effectiveness,2,Good
ITS434054,Leadership and management,2,Good
ITS434054,Apprenticeships,2,Good
ITS363180,Overall effectiveness,1,Outstanding
ITS363180,Leadership and management,2,Good
10005058,Is safeguarding effective,1,Yes
10005058,Overall effectiveness,2,Good
10005058,Leadership and management,2,Good
10005058,Apprenticeships,2,Good
ITS446612,Overall effectiveness,2,Good
ITS446612,Leadership and management,2,Good
ITS446612,Apprenticeships,2,Good
10041122,Is safeguarding effective,1,Yes
10041122,Overall effectiveness,3,Requires improvement
10041122,Leadership and management,3,Requires improvement
10041122,Apprenticeships,4,Inadequate
10054561,Is safeguarding effective,1,Yes
10054561,Overall effectiveness,2,Good
10054561,Leadership and management,2,Good
10054561,Apprenticeships,2,Good
10022015,Is safeguarding effective,1,Yes
10022015,Overall effectiveness,2,Good
10022015,Leadership and management,2,Good
10030690,Is safeguarding effective,1,Yes
10030690,Overall effectiveness,2,Good
10030690,Leadership and management,2,Good
ITS465164,Overall effectiveness,2,Good
ITS465164,Leadership and management,2,Good
ITS465164,Apprenticeships,2,Good
10044139,Is safeguarding effective,1,Yes
10044139,Overall effectiveness,1,Outstanding
10044139,Leadership and management,1,Outstanding
10044139,Apprenticeships,1,Outstanding
ITS404571,Overall effectiveness,2,Good
ITS404571,Leadership and management,2,Good
ITS404571,Apprenticeships,2,Good
ITS345909,Overall effectiveness,2,Good
ITS345909,Leadership and management,2,Good
ITS446611,Overall effectiveness,2,Good
ITS446611,Leadership and management,2,Good
ITS446611,Apprenticeships,2,Good
10109482,Is safeguarding effective,1,Yes
10109482,Overall effectiveness,2,Good
10109482,Quality of education,2,Good
10109482,Behaviour and attitudes,2,Good
10109482,Personal development,2,Good
10109482,Leadership and management,2,Good
ITS429041,Overall effectiveness,2,Good
ITS429041,Leadership and management,2,Good
ITS429041,Apprenticeships,2,Good
10040613,Is safeguarding effective,1,Yes
10040613,Overall effectiveness,1,Outstanding
10040613,Leadership and management,1,Outstanding
10040613,Apprenticeships,2,Good
10011563,Is safeguarding effective,1,Yes
10011563,Overall effectiveness,1,Outstanding
10011563,Leadership and management,1,Outstanding
10011563,Apprenticeships,1,Outstanding
10037394,Is safeguarding effective,1,Yes
10037394,Overall effectiveness,3,Requires improvement
10037394,Leadership and management,3,Requires improvement
ITS388124,Overall effectiveness,2,Good
ITS388124,Leadership and management,2,Good
10005068,Is safeguarding effective,1,Yes
10005068,Overall effectiveness,2,Good
10005068,Leadership and management,2,Good
10046775,Is safeguarding effective,1,Yes
10046775,Overall effectiveness,2,Good
10046775,Leadership and management,2,Good
10046775,Apprenticeships,2,Good
10129737,Is safeguarding effective,1,Yes
10129737,Overall effectiveness,4,Inadequate
10129737,Quality of education,4,Inadequate
10129737,Behaviour and attitudes,3,Requires improvement
10129737,Personal development,3,Requires improvement
10129737,Leadership and management,4,Inadequate
10129737,Apprenticeships,4,Inadequate
10123092,Is safeguarding effective,1,Yes
10123092,Overall effectiveness,2,Good
10123092,Quality of education,2,Good
10123092,Behaviour and attitudes,2,Good
10123092,Personal development,2,Good
10123092,Leadership and management,2,Good
10123092,Apprenticeships,2,Good
ITS354304,Overall effectiveness,2,Good
ITS354304,Leadership and management,2,Good
10011532,Is safeguarding effective,1,Yes
10011532,Overall effectiveness,2,Good
10011532,Leadership and management,2,Good
10011532,Apprenticeships,2,Good
ITS404582,Overall effectiveness,2,Good
ITS404582,Leadership and management,2,Good
ITS404582,Apprenticeships,2,Good
10011533,Is safeguarding effective,1,Yes
10011533,Overall effectiveness,2,Good
10011533,Leadership and management,2,Good
10011533,Apprenticeships,2,Good
ITS430254,Overall effectiveness,2,Good
ITS430254,Leadership and management,2,Good
ITS430254,Apprenticeships,2,Good
ITS429794,Overall effectiveness,2,Good
ITS429794,Leadership and management,1,Outstanding
ITS429794,Apprenticeships,2,Good
10005434,Is safeguarding effective,1,Yes
10005434,Overall effectiveness,2,Good
10005434,Leadership and management,2,Good
10005434,Apprenticeships,2,Good
10109480,Is safeguarding effective,1,Yes
10109480,Overall effectiveness,2,Good
10109480,Quality of education,2,Good
10109480,Behaviour and attitudes,2,Good
10109480,Personal development,2,Good
10109480,Leadership and management,2,Good
10041186,Is safeguarding effective,1,Yes
10041186,Overall effectiveness,2,Good
10041186,Leadership and management,2,Good
10011536,Is safeguarding effective,1,Yes
10011536,Overall effectiveness,1,Outstanding
10011536,Leadership and management,1,Outstanding
10011536,Apprenticeships,1,Outstanding
10006560,Is safeguarding effective,1,Yes
10006560,Overall effectiveness,2,Good
10006560,Leadership and management,2,Good
10006560,Apprenticeships,2,Good
ITS434058,Overall effectiveness,1,Outstanding
ITS434058,Leadership and management,1,Outstanding
10078075,Is safeguarding effective,1,Yes
10078075,Overall effectiveness,3,Requires improvement
10078075,Leadership and management,3,Requires improvement
10078075,Apprenticeships,3,Requires improvement
10022510,Is safeguarding effective,1,Yes
10022510,Overall effectiveness,2,Good
10022510,Leadership and management,2,Good
10022510,Apprenticeships,2,Good
ITS376254,Overall effectiveness,2,Good
ITS376254,Leadership and management,2,Good
10123085,Is safeguarding effective,1,Yes
10123085,Overall effectiveness,3,Requires improvement
10123085,Quality of education,3,Requires improvement
10123085,Behaviour and attitudes,2,Good
10123085,Personal development,2,Good
10123085,Leadership and management,3,Requires improvement
10123085,Apprenticeships,3,Requires improvement
10022612,Is safeguarding effective,1,Yes
10022612,Overall effectiveness,2,Good
10022612,Leadership and management,2,Good
10022612,Apprenticeships,2,Good
10129303,Is safeguarding effective,1,Yes
10129303,Overall effectiveness,2,Good
10129303,Quality of education,2,Good
10129303,Behaviour and attitudes,2,Good
10129303,Personal development,2,Good
10129303,Leadership and management,2,Good
10129303,Apprenticeships,2,Good
ITS452624,Overall effectiveness,2,Good
ITS452624,Leadership and management,2,Good
10011540,Is safeguarding effective,1,Yes
10011540,Overall effectiveness,2,Good
10011540,Leadership and management,2,Good
10011540,Apprenticeships,2,Good
10011542,Is safeguarding effective,1,Yes
10011542,Overall effectiveness,2,Good
10011542,Leadership and management,2,Good
10011542,Apprenticeships,2,Good
ITS434067,Overall effectiveness,2,Good
ITS434067,Leadership and management,2,Good
ITS363133,Overall effectiveness,2,Good
ITS363133,Leadership and management,2,Good
10090592,Is safeguarding effective,1,Yes
10090592,Overall effectiveness,3,Requires improvement
10090592,Leadership and management,3,Requires improvement
10090592,Apprenticeships,3,Requires improvement
ITS399128,Overall effectiveness,2,Good
ITS399128,Leadership and management,2,Good
ITS399128,Apprenticeships,2,Good
10037357,Is safeguarding effective,1,Yes
10037357,Overall effectiveness,2,Good
10037357,Leadership and management,2,Good
10037357,Apprenticeships,2,Good
ITS423829,Overall effectiveness,2,Good
ITS423829,Leadership and management,2,Good
ITS423829,Apprenticeships,2,Good
ITS423838,Overall effectiveness,2,Good
ITS423838,Leadership and management,2,Good
ITS423838,Apprenticeships,2,Good
10011543,Is safeguarding effective,1,Yes
10011543,Overall effectiveness,2,Good
10011543,Leadership and management,2,Good
10011543,Apprenticeships,2,Good
ITS423830,Overall effectiveness,2,Good
ITS423830,Leadership and management,2,Good
ITS423830,Apprenticeships,2,Good
10078076,Is safeguarding effective,1,Yes
10078076,Overall effectiveness,2,Good
10078076,Leadership and management,2,Good
10078076,Apprenticeships,2,Good
10008494,Is safeguarding effective,1,Yes
10008494,Overall effectiveness,2,Good
10008494,Leadership and management,2,Good
10008494,Apprenticeships,2,Good
10090597,Is safeguarding effective,1,Yes
10090597,Overall effectiveness,2,Good
10090597,Leadership and management,2,Good
10090597,Apprenticeships,2,Good
10005093,Is safeguarding effective,1,Yes
10005093,Overall effectiveness,2,Good
10005093,Leadership and management,2,Good
10005093,Apprenticeships,2,Good
ITS433767,Overall effectiveness,2,Good
ITS433767,Leadership and management,2,Good
ITS433767,Apprenticeships,2,Good
10037419,Is safeguarding effective,1,Yes
10037419,Overall effectiveness,2,Good
10037419,Leadership and management,2,Good
10037419,Apprenticeships,2,Good
10037420,Is safeguarding effective,1,Yes
10037420,Overall effectiveness,2,Good
10037420,Leadership and management,2,Good
10090621,Is safeguarding effective,1,Yes
10090621,Overall effectiveness,2,Good
10090621,Leadership and management,2,Good
10090621,Apprenticeships,2,Good
10192192,Is safeguarding effective,1,Yes
10192192,Overall effectiveness,2,Good
10192192,Quality of education,2,Good
10192192,Behaviour and attitudes,2,Good
10192192,Personal development,2,Good
10192192,Leadership and management,2,Good
10192192,Apprenticeships,2,Good
ITS446618,Overall effectiveness,2,Good
ITS446618,Leadership and management,2,Good
ITS446618,Apprenticeships,2,Good
10030667,Is safeguarding effective,1,Yes
10030667,Overall effectiveness,2,Good
10030667,Leadership and management,2,Good
10030667,Apprenticeships,2,Good
10145305,Is safeguarding effective,1,Yes
10145305,Overall effectiveness,4,Inadequate
10145305,Quality of education,4,Inadequate
10145305,Behaviour and attitudes,3,Requires improvement
10145305,Personal development,3,Requires improvement
10145305,Leadership and management,4,Inadequate
10145305,Apprenticeships,4,Inadequate
10123068,Is safeguarding effective,1,Yes
10123068,Overall effectiveness,2,Good
10123068,Quality of education,2,Good
10123068,Behaviour and attitudes,2,Good
10123068,Personal development,2,Good
10123068,Leadership and management,2,Good
10123068,Apprenticeships,2,Good
10022619,Is safeguarding effective,1,Yes
10022619,Overall effectiveness,2,Good
10022619,Leadership and management,2,Good
10022619,Apprenticeships,2,Good
10090596,Is safeguarding effective,1,Yes
10090596,Overall effectiveness,3,Requires improvement
10090596,Leadership and management,3,Requires improvement
10090596,Apprenticeships,3,Requires improvement
10022557,Is safeguarding effective,1,Yes
10022557,Overall effectiveness,2,Good
10022557,Leadership and management,2,Good
10022557,Apprenticeships,2,Good
10011546,Is safeguarding effective,1,Yes
10011546,Overall effectiveness,2,Good
10011546,Leadership and management,2,Good
10011546,Apprenticeships,2,Good
ITS455611,Overall effectiveness,2,Good
ITS455611,Leadership and management,2,Good
ITS455611,Apprenticeships,2,Good
ITS433553,Overall effectiveness,2,Good
ITS433553,Leadership and management,2,Good
ITS433553,Apprenticeships,2,Good
10030697,Is safeguarding effective,1,Yes
10030697,Overall effectiveness,2,Good
10030697,Leadership and management,2,Good
10030697,Apprenticeships,2,Good
10021015,Is safeguarding effective,1,Yes
10021015,Overall effectiveness,2,Good
10021015,Leadership and management,2,Good
10021015,Apprenticeships,2,Good
ITS461246,Overall effectiveness,2,Good
ITS461246,Leadership and management,2,Good
ITS461246,Apprenticeships,2,Good
ITS455616,Overall effectiveness,2,Good
ITS455616,Leadership and management,2,Good
ITS455616,Apprenticeships,2,Good
10022572,Is safeguarding effective,1,Yes
10022572,Overall effectiveness,2,Good
10022572,Leadership and management,2,Good
10022572,Apprenticeships,2,Good
10030719,Is safeguarding effective,1,Yes
10030719,Overall effectiveness,2,Good
10030719,Leadership and management,2,Good
10030719,Apprenticeships,2,Good
10030721,Is safeguarding effective,1,Yes
10030721,Overall effectiveness,2,Good
10030721,Leadership and management,2,Good
10011547,Is safeguarding effective,1,Yes
10011547,Overall effectiveness,2,Good
10011547,Leadership and management,2,Good
10011547,Apprenticeships,2,Good
10123109,Is safeguarding effective,1,Yes
10123109,Overall effectiveness,3,Requires improvement
10123109,Quality of education,3,Requires improvement
10123109,Behaviour and attitudes,3,Requires improvement
10123109,Personal development,3,Requires improvement
10123109,Leadership and management,3,Requires improvement
ITS452633,Overall effectiveness,2,Good
ITS452633,Leadership and management,2,Good
ITS452633,Apprenticeships,2,Good
10030702,Is safeguarding effective,1,Yes
10030702,Overall effectiveness,2,Good
10030702,Leadership and management,2,Good
10030702,Apprenticeships,2,Good
10041173,Is safeguarding effective,1,Yes
10041173,Overall effectiveness,2,Good
10041173,Leadership and management,2,Good
ITS410661,Overall effectiveness,2,Good
ITS410661,Leadership and management,2,Good
ITS410661,Apprenticeships,2,Good
10041174,Is safeguarding effective,1,Yes
10041174,Overall effectiveness,2,Good
10041174,Leadership and management,2,Good
10022489,Is safeguarding effective,1,Yes
10022489,Overall effectiveness,2,Good
10022489,Leadership and management,2,Good
10022489,Apprenticeships,2,Good
ITS423751,Overall effectiveness,2,Good
ITS423751,Leadership and management,3,Requires improvement
ITS423751,Apprenticeships,2,Good
10030710,Is safeguarding effective,1,Yes
10030710,Overall effectiveness,2,Good
10030710,Leadership and management,2,Good
10030710,Apprenticeships,2,Good
10041175,Is safeguarding effective,1,Yes
10041175,Overall effectiveness,2,Good
10041175,Leadership and management,2,Good
10090582,Is safeguarding effective,1,Yes
10090582,Overall effectiveness,3,Requires improvement
10090582,Quality of education,3,Requires improvement
10090582,Behaviour and attitudes,2,Good
10090582,Personal development,3,Requires improvement
10090582,Leadership and management,3,Requires improvement
10090582,Apprenticeships,3,Requires improvement
10005112,Is safeguarding effective,1,Yes
10005112,Overall effectiveness,2,Good
10005112,Leadership and management,2,Good
10123024,Is safeguarding effective,1,Yes
10123024,Overall effectiveness,3,Requires improvement
10123024,Quality of education,3,Requires improvement
10123024,Behaviour and attitudes,3,Requires improvement
10123024,Personal development,3,Requires improvement
10123024,Leadership and management,3,Requires improvement
10123024,Apprenticeships,3,Requires improvement
10046782,Is safeguarding effective,1,Yes
10046782,Overall effectiveness,2,Good
10046782,Leadership and management,2,Good
10046782,Apprenticeships,2,Good
10078078,Is safeguarding effective,1,Yes
10078078,Overall effectiveness,2,Good
10078078,Leadership and management,2,Good
10078078,Apprenticeships,2,Good
10109474,Is safeguarding effective,1,Yes
10109474,Overall effectiveness,3,Requires improvement
10109474,Quality of education,3,Requires improvement
10109474,Behaviour and attitudes,3,Requires improvement
10109474,Personal development,2,Good
10109474,Leadership and management,3,Requires improvement
10109474,Apprenticeships,3,Requires improvement
10005116,Is safeguarding effective,1,Yes
10005116,Overall effectiveness,2,Good
10005116,Leadership and management,2,Good
10005116,Apprenticeships,2,Good
10090574,Is safeguarding effective,1,Yes
10090574,Overall effectiveness,2,Good
10090574,Leadership and management,2,Good
10090574,Apprenticeships,2,Good
10005118,Is safeguarding effective,1,Yes
10005118,Overall effectiveness,2,Good
10005118,Leadership and management,2,Good
10005118,Apprenticeships,2,Good
10022594,Is safeguarding effective,1,Yes
10022594,Overall effectiveness,1,Outstanding
10022594,Leadership and management,1,Outstanding
10022594,Apprenticeships,1,Outstanding
10054601,Is safeguarding effective,1,Yes
10054601,Overall effectiveness,2,Good
10054601,Leadership and management,2,Good
10020132,Is safeguarding effective,1,Yes
10020132,Overall effectiveness,2,Good
10020132,Leadership and management,2,Good
10054558,Is safeguarding effective,1,Yes
10054558,Overall effectiveness,2,Good
10054558,Leadership and management,2,Good
ITS452634,Overall effectiveness,2,Good
ITS452634,Leadership and management,2,Good
10022544,Is safeguarding effective,1,Yes
10022544,Overall effectiveness,2,Good
10022544,Leadership and management,2,Good
10022544,Apprenticeships,3,Requires improvement
10123091,Is safeguarding effective,1,Yes
10123091,Overall effectiveness,3,Requires improvement
10123091,Quality of education,3,Requires improvement
10123091,Behaviour and attitudes,3,Requires improvement
10123091,Personal development,2,Good
10123091,Leadership and management,3,Requires improvement
10090571,Is safeguarding effective,1,Yes
10090571,Overall effectiveness,3,Requires improvement
10090571,Leadership and management,3,Requires improvement
10090571,Apprenticeships,3,Requires improvement
10037396,Is safeguarding effective,1,Yes
10037396,Overall effectiveness,2,Good
10037396,Leadership and management,2,Good
10022556,Is safeguarding effective,1,Yes
10022556,Overall effectiveness,2,Good
10022556,Leadership and management,2,Good
ITS423428,Overall effectiveness,2,Good
ITS423428,Leadership and management,2,Good
10090616,Is safeguarding effective,1,Yes
10090616,Overall effectiveness,3,Requires improvement
10090616,Quality of education,3,Requires improvement
10090616,Behaviour and attitudes,2,Good
10090616,Personal development,2,Good
10090616,Leadership and management,3,Requires improvement
10090616,Apprenticeships,3,Requires improvement
10041139,Is safeguarding effective,1,Yes
10041139,Overall effectiveness,2,Good
10041139,Leadership and management,2,Good
10109501,Is safeguarding effective,1,Yes
10109501,Overall effectiveness,3,Requires improvement
10109501,Quality of education,3,Requires improvement
10109501,Behaviour and attitudes,2,Good
10109501,Personal development,2,Good
10109501,Leadership and management,3,Requires improvement
10109501,Apprenticeships,2,Good
ITS408436,Overall effectiveness,2,Good
ITS408436,Leadership and management,1,Outstanding
ITS408436,Apprenticeships,2,Good
10054624,Is safeguarding effective,1,Yes
10054624,Overall effectiveness,3,Requires improvement
10054624,Leadership and management,3,Requires improvement
10054624,Apprenticeships,2,Good
10078079,Is safeguarding effective,1,Yes
10078079,Overall effectiveness,2,Good
10078079,Leadership and management,2,Good
10078079,Apprenticeships,3,Requires improvement
ITS408424,Overall effectiveness,2,Good
ITS408424,Leadership and management,2,Good
ITS408424,Apprenticeships,2,Good
10022554,Is safeguarding effective,1,Yes
10022554,Overall effectiveness,2,Good
10022554,Leadership and management,2,Good
ITS318860,Overall effectiveness,1,Outstanding
ITS318860,Leadership and management,1,Outstanding
10037374,Is safeguarding effective,1,Yes
10037374,Overall effectiveness,3,Requires improvement
10037374,Leadership and management,3,Requires improvement
10037374,Apprenticeships,3,Requires improvement
10123115,Is safeguarding effective,1,Yes
10123115,Overall effectiveness,2,Good
10123115,Quality of education,2,Good
10123115,Behaviour and attitudes,2,Good
10123115,Personal development,2,Good
10123115,Leadership and management,2,Good
10123115,Apprenticeships,2,Good
10011419,Is safeguarding effective,1,Yes
10011419,Overall effectiveness,2,Good
10011419,Leadership and management,2,Good
10011419,Apprenticeships,2,Good
10054680,Is safeguarding effective,1,Yes
10054680,Overall effectiveness,2,Good
10054680,Leadership and management,2,Good
10037397,Is safeguarding effective,1,Yes
10037397,Overall effectiveness,2,Good
10037397,Leadership and management,2,Good
10037397,Apprenticeships,2,Good
10041140,Is safeguarding effective,1,Yes
10041140,Overall effectiveness,2,Good
10041140,Leadership and management,2,Good
10041140,Apprenticeships,2,Good
10004684,Is safeguarding effective,1,Yes
10004684,Overall effectiveness,2,Good
10004684,Leadership and management,2,Good
10041141,Is safeguarding effective,1,Yes
10041141,Overall effectiveness,3,Requires improvement
10041141,Leadership and management,2,Good
10054612,Is safeguarding effective,1,Yes
10054612,Overall effectiveness,2,Good
10054612,Leadership and management,2,Good
10054612,Apprenticeships,2,Good
10054715,Is safeguarding effective,1,Yes
10054715,Overall effectiveness,3,Requires improvement
10054715,Leadership and management,3,Requires improvement
10054715,Apprenticeships,2,Good
ITS434066,Overall effectiveness,2,Good
ITS434066,Leadership and management,2,Good
10037331,Is safeguarding effective,1,Yes
10037331,Overall effectiveness,1,Outstanding
10037331,Leadership and management,1,Outstanding
10109494,Is safeguarding effective,1,Yes
10109494,Overall effectiveness,3,Requires improvement
10109494,Quality of education,3,Requires improvement
10109494,Behaviour and attitudes,3,Requires improvement
10109494,Personal development,3,Requires improvement
10109494,Leadership and management,3,Requires improvement
10109494,Apprenticeships,3,Requires improvement
10037387,Is safeguarding effective,1,Yes
10037387,Overall effectiveness,2,Good
10037387,Leadership and management,2,Good
10022583,Is safeguarding effective,1,Yes
10022583,Overall effectiveness,1,Outstanding
10022583,Leadership and management,1,Outstanding
10022583,Apprenticeships,1,Outstanding
10022584,Is safeguarding effective,1,Yes
10022584,Overall effectiveness,2,Good
10022584,Leadership and management,2,Good
10022584,Apprenticeships,2,Good
10123014,Is safeguarding effective,1,Yes
10123014,Overall effectiveness,2,Good
10123014,Quality of education,2,Good
10123014,Behaviour and attitudes,2,Good
10123014,Personal development,2,Good
10123014,Leadership and management,2,Good
10123014,Apprenticeships,2,Good
10037362,Is safeguarding effective,1,Yes
10037362,Overall effectiveness,2,Good
10037362,Leadership and management,2,Good
10037362,Apprenticeships,3,Requires improvement
10037398,Is safeguarding effective,1,Yes
10037398,Overall effectiveness,2,Good
10037398,Leadership and management,2,Good
10037398,Apprenticeships,3,Requires improvement
10109499,Is safeguarding effective,1,Yes
10109499,Overall effectiveness,3,Requires improvement
10109499,Quality of education,3,Requires improvement
10109499,Behaviour and attitudes,3,Requires improvement
10109499,Personal development,3,Requires improvement
10109499,Leadership and management,3,Requires improvement
10109499,Apprenticeships,3,Requires improvement
10054606,Is safeguarding effective,1,Yes
10054606,Overall effectiveness,1,Outstanding
10054606,Leadership and management,1,Outstanding
10037372,Is safeguarding effective,1,Yes
10037372,Overall effectiveness,2,Good
10037372,Leadership and management,2,Good
10037372,Apprenticeships,3,Requires improvement
10123119,Is safeguarding effective,1,Yes
10123119,Overall effectiveness,2,Good
10123119,Quality of education,2,Good
10123119,Behaviour and attitudes,2,Good
10123119,Personal development,2,Good
10123119,Leadership and management,2,Good
10123119,Apprenticeships,3,Requires improvement
10037400,Is safeguarding effective,1,Yes
10037400,Overall effectiveness,2,Good
10037400,Leadership and management,2,Good
10037400,Apprenticeships,3,Requires improvement
10022613,Is safeguarding effective,1,Yes
10022613,Overall effectiveness,2,Good
10022613,Leadership and management,2,Good
10022613,Apprenticeships,2,Good
10054652,Is safeguarding effective,1,Yes
10054652,Overall effectiveness,2,Good
10054652,Leadership and management,2,Good
10054652,Apprenticeships,3,Requires improvement
10054607,Is safeguarding effective,1,Yes
10054607,Overall effectiveness,2,Good
10054607,Leadership and management,2,Good
ITS342775,Overall effectiveness,1,Outstanding
ITS342775,Leadership and management,1,Outstanding
ITS318912,Overall effectiveness,1,Outstanding
ITS318912,Leadership and management,1,Outstanding
10054653,Is safeguarding effective,1,Yes
10054653,Overall effectiveness,2,Good
10054653,Leadership and management,2,Good
10054653,Apprenticeships,2,Good
ITS365902,Overall effectiveness,2,Good
ITS365902,Leadership and management,2,Good
ITS346185,Overall effectiveness,2,Good
ITS346185,Leadership and management,2,Good
ITS408453,Overall effectiveness,2,Good
ITS408453,Leadership and management,2,Good
10078080,Is safeguarding effective,1,Yes
10078080,Overall effectiveness,3,Requires improvement
10078080,Leadership and management,3,Requires improvement
10078080,Apprenticeships,4,Inadequate
10049214,Is safeguarding effective,1,Yes
10049214,Overall effectiveness,2,Good
10049214,Leadership and management,2,Good
10049214,Apprenticeships,2,Good
10022096,Is safeguarding effective,1,Yes
10022096,Overall effectiveness,2,Good
10022096,Leadership and management,2,Good
10022096,Apprenticeships,3,Requires improvement
10123015,Is safeguarding effective,1,Yes
10123015,Overall effectiveness,2,Good
10123015,Quality of education,2,Good
10123015,Behaviour and attitudes,2,Good
10123015,Personal development,2,Good
10123015,Leadership and management,2,Good
10020087,Is safeguarding effective,1,Yes
10020087,Overall effectiveness,1,Outstanding
10020087,Leadership and management,1,Outstanding
ITS354445,Overall effectiveness,1,Outstanding
ITS354445,Leadership and management,1,Outstanding
ITS411064,Overall effectiveness,1,Outstanding
ITS411064,Leadership and management,1,Outstanding
10081752,Is safeguarding effective,1,Yes
10081752,Overall effectiveness,3,Requires improvement
10081752,Leadership and management,3,Requires improvement
10081752,Apprenticeships,3,Requires improvement
10109488,Is safeguarding effective,1,Yes
10109488,Overall effectiveness,3,Requires improvement
10109488,Quality of education,3,Requires improvement
10109488,Behaviour and attitudes,2,Good
10109488,Personal development,2,Good
10109488,Leadership and management,3,Requires improvement
10109488,Apprenticeships,3,Requires improvement
10037383,Is safeguarding effective,1,Yes
10037383,Overall effectiveness,3,Requires improvement
10037383,Leadership and management,3,Requires improvement
10037383,Apprenticeships,2,Good
ITS409325,Overall effectiveness,2,Good
ITS409325,Leadership and management,2,Good
ITS409325,Apprenticeships,2,Good
10041134,Is safeguarding effective,1,Yes
10041134,Overall effectiveness,2,Good
10041134,Leadership and management,2,Good
10041134,Apprenticeships,1,Outstanding
ITS385831,Overall effectiveness,2,Good
ITS385831,Leadership and management,1,Outstanding
ITS385831,Apprenticeships,2,Good
ITS316660,Overall effectiveness,1,Outstanding
ITS316660,Leadership and management,1,Outstanding
10011422,Is safeguarding effective,1,Yes
10011422,Overall effectiveness,1,Outstanding
10011422,Leadership and management,1,Outstanding
10109479,Is safeguarding effective,1,Yes
10109479,Overall effectiveness,2,Good
10109479,Quality of education,2,Good
10109479,Behaviour and attitudes,2,Good
10109479,Personal development,2,Good
10109479,Leadership and management,2,Good
10109479,Apprenticeships,2,Good
ITS363297,Overall effectiveness,2,Good
ITS363297,Leadership and management,3,Requires improvement
ITS322398,Overall effectiveness,1,Outstanding
ITS322398,Leadership and management,1,Outstanding
10054729,Is safeguarding effective,1,Yes
10054729,Overall effectiveness,2,Good
10054729,Leadership and management,2,Good
10054729,Apprenticeships,2,Good
10134475,Is safeguarding effective,1,Yes
10134475,Overall effectiveness,3,Requires improvement
10134475,Quality of education,2,Good
10134475,Behaviour and attitudes,2,Good
10134475,Personal development,2,Good
10134475,Leadership and management,3,Requires improvement
10134475,Apprenticeships,3,Requires improvement
10046784,Is safeguarding effective,1,Yes
10046784,Overall effectiveness,3,Requires improvement
10046784,Leadership and management,3,Requires improvement
10046784,Apprenticeships,3,Requires improvement
10109500,Is safeguarding effective,1,Yes
10109500,Overall effectiveness,2,Good
10109500,Quality of education,2,Good
10109500,Behaviour and attitudes,2,Good
10109500,Personal development,2,Good
10109500,Leadership and management,2,Good
10109500,Apprenticeships,2,Good
10041407,Is safeguarding effective,1,Yes
10041407,Overall effectiveness,2,Good
10041407,Leadership and management,2,Good
10041407,Apprenticeships,2,Good
ITS399021,Overall effectiveness,2,Good
ITS399021,Leadership and management,2,Good
ITS423351,Overall effectiveness,1,Outstanding
ITS423351,Leadership and management,1,Outstanding
ITS423351,Apprenticeships,1,Outstanding
10022482,Is safeguarding effective,1,Yes
10022482,Overall effectiveness,2,Good
10022482,Leadership and management,2,Good
10022482,Apprenticeships,1,Outstanding
10054730,Is safeguarding effective,1,Yes
10054730,Overall effectiveness,2,Good
10054730,Leadership and management,2,Good
10054730,Apprenticeships,3,Requires improvement
ITS333003,Overall effectiveness,1,Outstanding
ITS333003,Leadership and management,2,Good
10078085,Is safeguarding effective,1,Yes
10078085,Overall effectiveness,3,Requires improvement
10078085,Leadership and management,2,Good
10078085,Apprenticeships,3,Requires improvement
ITS434399,Overall effectiveness,2,Good
ITS434399,Leadership and management,2,Good
ITS423380,Overall effectiveness,2,Good
ITS423380,Leadership and management,2,Good
10022488,Is safeguarding effective,1,Yes
10022488,Overall effectiveness,2,Good
10022488,Leadership and management,2,Good
10022488,Apprenticeships,2,Good
10054608,Is safeguarding effective,1,Yes
10054608,Overall effectiveness,2,Good
10054608,Leadership and management,2,Good
ITS429291,Overall effectiveness,2,Good
ITS429291,Leadership and management,2,Good
10041144,Is safeguarding effective,1,Yes
10041144,Overall effectiveness,2,Good
10041144,Leadership and management,2,Good
10041144,Apprenticeships,1,Outstanding
10022498,Is safeguarding effective,1,Yes
10022498,Overall effectiveness,2,Good
10022498,Leadership and management,2,Good
10022498,Apprenticeships,2,Good
10109432,Is safeguarding effective,1,Yes
10109432,Overall effectiveness,2,Good
10109432,Quality of education,2,Good
10109432,Behaviour and attitudes,2,Good
10109432,Personal development,2,Good
10109432,Leadership and management,2,Good
ITS423353,Overall effectiveness,1,Outstanding
ITS423353,Leadership and management,1,Outstanding
ITS423353,Apprenticeships,1,Outstanding
ITS376133,Overall effectiveness,2,Good
ITS376133,Leadership and management,2,Good
10109492,Is safeguarding effective,1,Yes
10109492,Overall effectiveness,2,Good
10109492,Quality of education,2,Good
10109492,Behaviour and attitudes,2,Good
10109492,Personal development,2,Good
10109492,Leadership and management,2,Good
10109492,Apprenticeships,2,Good
10052026,Is safeguarding effective,1,Yes
10052026,Overall effectiveness,3,Requires improvement
10052026,Leadership and management,3,Requires improvement
10052026,Apprenticeships,3,Requires improvement
10039880,Is safeguarding effective,1,Yes
10039880,Overall effectiveness,2,Good
10039880,Leadership and management,2,Good
